College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Gender,MBA_Percentage,SSC_Percentage,HSC_Percentage,Salary,placement_success,Specialization
CLG0090,98,5.8,5.54,1,No,6,7,4,No,Female,90.13,70.46,87.94,0,Unplaced,HR
CLG0049,116,7.55,7.27,9,No,4,1,3,No,Female,82.14,57.75,66.88,0,Unplaced,IT
CLG0035,100,6.94,6.74,8,Yes,10,3,0,No,Female,74.49,76.79,90.81,0,Unplaced,Finance
CLG0060,92,5.8,6.16,8,No,7,4,2,No,Male,74.6,65.38,52.84,0,Unplaced,Finance
CLG0006,96,9.44,9.71,7,No,5,7,1,No,Male,95.18,74.46,66.61,0,Unplaced,Marketing
CLG0041,97,9.95,10.13,9,No,0,3,3,No,Female,61.57,61.23,54.72,0,Unplaced,HR
CLG0073,109,7.84,7.8,3,No,8,4,3,No,Male,99.52,52.69,54.27,0,Unplaced,Finance
CLG0084,120,8.87,8.88,8,No,4,1,2,Yes,Male,86.58,88.96,82.92,400000,Average,Operations
CLG0049,105,9.3,9.07,1,No,4,1,3,No,Female,87.25,82.05,69.27,0,Unplaced,HR
CLG0026,117,8.5,8.07,1,No,0,10,0,Yes,Female,61.52,67.04,93.57,300000,Average,HR
CLG0034,85,5.22,5.05,6,No,4,3,3,No,Female,84.22,52.37,75.82,0,Unplaced,Operations
CLG0074,93,5.79,5.79,8,No,2,7,3,No,Male,79.39,93.28,64.77,0,Unplaced,IT
CLG0094,89,5.35,4.91,8,Yes,9,6,2,No,Male,64.23,58.49,86.04,0,Unplaced,Operations
CLG0004,104,5.05,4.64,10,Yes,2,5,1,No,Male,71.12,96.54,81.2,0,Unplaced,Operations
CLG0098,94,6.53,6.29,1,No,10,8,5,No,Male,95.61,73.93,89.98,0,Unplaced,IT
CLG0009,110,6.96,6.83,1,No,9,8,1,No,Male,82.0,67.02,82.18,0,Unplaced,IT
CLG0069,86,6.21,6.1,9,No,7,4,4,No,Female,76.54,87.09,58.35,0,Unplaced,IT
CLG0009,100,5.32,4.94,9,Yes,8,10,0,No,Male,62.91,93.84,83.52,0,Unplaced,IT
CLG0025,110,7.65,7.38,7,No,5,6,2,No,Male,88.56,68.54,69.58,0,Unplaced,IT
CLG0040,69,6.37,6.13,1,Yes,2,1,1,No,Male,88.11,70.37,73.16,0,Unplaced,Operations
CLG0067,131,8.98,8.55,10,No,7,10,2,Yes,Female,84.56,71.66,96.08,600000,Unplaced,Marketing
CLG0025,95,5.04,4.87,2,No,2,10,5,No,Female,80.41,96.12,68.0,0,Unplaced,Marketing
CLG0051,69,9.21,8.78,8,No,6,9,4,Yes,Female,77.35,84.63,80.6,600000,Unplaced,Finance
CLG0018,102,9.77,9.97,8,No,1,5,1,No,Male,83.73,62.38,68.17,0,Unplaced,Marketing
CLG0059,100,8.58,8.47,5,Yes,5,8,2,Yes,Female,69.34,59.25,54.74,600000,Unplaced,Marketing
CLG0075,98,8.67,8.5,2,No,7,10,5,Yes,Female,97.65,61.52,72.68,300000,Average,Operations
CLG0087,114,9.67,9.3,3,Yes,2,10,0,Yes,Female,83.55,63.18,79.85,300000,Average,IT
CLG0059,111,6.05,5.78,5,Yes,8,1,0,No,Male,72.45,61.51,70.38,0,Unplaced,IT
CLG0034,104,9.97,9.7,3,No,10,4,4,No,Female,77.99,82.93,69.53,0,Unplaced,Operations
CLG0053,106,8.87,9.36,10,Yes,8,2,1,No,Male,92.23,55.8,91.02,0,Unplaced,Marketing
CLG0098,98,8.63,8.97,1,No,2,2,1,No,Male,66.46,69.37,51.48,0,Unplaced,Operations
CLG0047,126,6.81,6.33,6,No,2,2,0,No,Female,71.71,81.25,64.78,0,Unplaced,Finance
CLG0024,77,7.73,7.85,5,Yes,4,2,5,No,Male,87.18,64.54,90.59,0,Unplaced,IT
CLG0061,102,8.27,8.03,3,No,8,8,4,Yes,Female,72.62,53.26,96.03,600000,Unplaced,HR
CLG0057,100,8.1,7.7,9,No,0,6,3,No,Male,91.7,54.09,70.61,0,Unplaced,Finance
CLG0066,112,8.52,8.73,10,Yes,0,9,0,Yes,Female,65.22,56.3,94.44,1200000,High,Finance
CLG0077,87,5.41,5.04,8,Yes,0,2,0,No,Female,90.51,91.79,59.95,0,Unplaced,Operations
CLG0020,73,6.78,6.72,7,No,3,1,2,No,Female,62.73,82.89,61.07,0,Unplaced,Marketing
CLG0071,102,7.17,7.3,2,Yes,6,8,4,No,Male,60.5,53.23,92.31,0,Unplaced,IT
CLG0073,104,6.3,6.35,10,No,10,10,3,No,Female,95.93,69.55,95.16,0,Unplaced,HR
CLG0034,122,5.86,6.34,5,No,1,3,5,No,Male,83.25,63.93,61.14,0,Unplaced,Finance
CLG0054,80,5.69,5.98,5,Yes,2,3,4,No,Female,74.07,78.9,52.97,0,Unplaced,HR
CLG0065,117,6.83,7.1,6,No,3,8,4,Yes,Male,69.3,76.14,54.52,800000,Unplaced,Marketing
CLG0072,135,7.47,7.33,6,No,0,5,0,No,Male,84.68,74.06,63.07,0,Unplaced,Marketing
CLG0051,94,5.31,4.82,3,No,1,8,0,No,Female,80.36,65.73,88.07,0,Unplaced,HR
CLG0041,80,9.73,9.96,4,No,1,2,0,No,Female,99.66,56.89,75.5,0,Unplaced,IT
CLG0001,93,8.83,9.33,1,No,10,10,2,Yes,Female,99.33,87.12,72.78,1200000,High,Marketing
CLG0025,100,8.65,8.56,1,No,5,9,3,Yes,Female,85.4,93.99,79.21,400000,Average,HR
CLG0093,108,5.86,6.35,5,No,3,2,5,No,Female,77.71,97.21,94.51,0,Unplaced,Finance
CLG0052,91,8.02,7.66,4,Yes,6,9,5,No,Male,79.65,52.93,54.52,0,Unplaced,HR
CLG0081,123,7.65,7.45,7,No,10,10,3,Yes,Female,87.3,87.0,84.74,300000,Average,HR
CLG0071,83,9.91,9.58,7,No,7,6,4,No,Female,64.06,86.33,96.34,0,Unplaced,Operations
CLG0099,73,8.74,8.72,4,Yes,1,5,5,No,Male,73.13,97.36,60.67,0,Unplaced,Marketing
CLG0016,116,7.88,8.18,10,Yes,1,7,5,Yes,Female,63.01,62.65,91.89,600000,Unplaced,IT
CLG0021,65,9.25,9.09,2,No,4,7,5,No,Female,62.93,87.11,84.9,0,Unplaced,IT
CLG0002,96,5.78,6.19,10,No,3,4,0,No,Male,67.83,52.73,50.72,0,Unplaced,Operations
CLG0090,146,5.08,5.12,4,No,9,7,5,No,Female,79.41,81.56,61.58,0,Unplaced,IT
CLG0069,99,8.45,8.42,8,Yes,1,3,4,No,Female,91.39,67.54,80.29,0,Unplaced,HR
CLG0005,83,5.49,5.78,2,No,8,3,0,No,Female,79.42,88.45,75.12,0,Unplaced,Operations
CLG0073,99,5.58,5.18,5,Yes,8,7,4,No,Male,73.42,93.17,76.4,0,Unplaced,Finance
CLG0053,99,8.72,8.99,7,Yes,9,1,4,No,Female,63.29,68.24,61.6,0,Unplaced,Marketing
CLG0018,102,6.35,6.09,10,Yes,3,8,2,No,Male,82.01,76.28,83.75,0,Unplaced,Marketing
CLG0019,109,8.14,7.92,6,Yes,1,2,5,No,Female,70.85,55.87,63.32,0,Unplaced,Marketing
CLG0063,84,9.59,9.69,9,No,2,1,2,No,Male,84.6,70.85,69.47,0,Unplaced,HR
CLG0006,125,6.58,6.98,2,Yes,7,6,5,No,Female,99.09,68.04,68.45,0,Unplaced,Finance
CLG0063,103,6.09,6.17,4,Yes,10,4,4,No,Male,64.45,59.16,83.6,0,Unplaced,Operations
CLG0027,110,5.53,5.68,7,Yes,7,7,0,No,Male,68.49,94.72,54.51,0,Unplaced,Operations
CLG0054,90,5.65,5.93,8,No,6,3,4,No,Male,78.92,57.4,60.28,0,Unplaced,Marketing
CLG0031,119,5.31,5.07,5,No,3,2,0,No,Male,98.74,81.79,60.02,0,Unplaced,Finance
CLG0064,96,5.44,5.77,5,No,0,4,1,No,Male,90.87,94.51,55.42,0,Unplaced,Finance
CLG0021,104,7.16,7.08,4,No,9,4,3,No,Male,95.93,95.6,60.38,0,Unplaced,Finance
CLG0014,86,6.6,6.28,9,No,8,4,4,No,Female,73.35,89.66,80.35,0,Unplaced,IT
CLG0080,85,8.53,8.38,10,No,6,3,1,No,Female,99.68,58.81,86.61,0,Unplaced,IT
CLG0002,110,9.35,9.1,4,Yes,0,7,4,No,Male,64.11,90.87,83.02,0,Unplaced,Marketing
CLG0018,93,8.92,8.65,3,No,4,5,2,No,Male,62.12,63.83,73.76,0,Unplaced,Finance
CLG0018,87,7.65,7.43,9,No,2,4,3,No,Male,94.22,96.12,52.62,0,Unplaced,Finance
CLG0035,90,5.51,5.19,7,Yes,1,5,4,No,Male,97.09,85.45,97.95,0,Unplaced,Operations
CLG0078,110,8.55,8.72,9,No,2,7,5,No,Female,63.62,89.26,58.4,0,Unplaced,Operations
CLG0082,90,6.81,6.89,4,No,5,4,2,No,Male,64.54,54.25,83.42,0,Unplaced,Marketing
CLG0083,98,5.43,5.58,3,No,6,10,2,No,Female,61.33,79.14,95.64,0,Unplaced,Finance
CLG0025,100,9.21,9.05,10,No,9,5,1,No,Female,64.18,91.06,84.89,0,Unplaced,Marketing
CLG0099,71,6.69,6.96,8,No,8,6,5,No,Male,68.38,93.08,60.9,0,Unplaced,Operations
CLG0007,77,6.09,5.72,4,No,9,6,2,No,Male,98.8,51.43,65.79,0,Unplaced,Operations
CLG0003,105,9.36,9.43,10,Yes,10,7,5,No,Female,86.71,96.96,51.51,0,Unplaced,IT
CLG0057,88,9.51,9.29,3,No,6,10,1,No,Female,91.14,52.17,80.64,0,Unplaced,Marketing
CLG0076,115,6.69,6.72,4,No,0,3,0,No,Male,91.05,80.73,80.65,0,Unplaced,Marketing
CLG0054,114,6.77,6.59,2,Yes,6,8,0,No,Male,81.4,84.67,86.28,0,Unplaced,Finance
CLG0016,110,7.9,8.19,4,No,0,5,0,No,Male,91.9,55.37,50.55,0,Unplaced,Finance
CLG0020,127,8.67,9.06,7,No,7,1,0,No,Female,83.83,52.4,90.89,0,Unplaced,IT
CLG0005,98,5.32,5.56,3,No,1,4,4,No,Female,72.58,89.25,86.94,0,Unplaced,HR
CLG0061,109,7.97,7.65,1,No,1,4,5,No,Male,82.44,69.23,57.04,0,Unplaced,HR
CLG0031,91,9.76,9.53,10,No,0,8,1,No,Female,81.34,55.36,67.38,0,Unplaced,HR
CLG0024,136,6.31,6.73,8,No,8,10,0,No,Female,92.94,88.13,81.93,0,Unplaced,Marketing
CLG0063,129,9.54,9.48,6,No,10,9,2,Yes,Male,99.27,92.46,74.79,1000000,High,Marketing
CLG0045,100,9.75,10.19,3,Yes,7,3,5,No,Male,76.44,79.37,55.75,0,Unplaced,Operations
CLG0044,105,6.35,6.24,8,No,8,10,1,No,Female,90.54,58.06,54.37,0,Unplaced,Marketing
CLG0088,120,8.77,9.22,6,No,7,1,5,Yes,Female,63.99,50.76,89.07,1200000,High,Marketing
CLG0080,97,6.19,6.62,1,No,3,8,5,No,Male,91.07,85.04,57.8,0,Unplaced,Marketing
CLG0039,90,8.69,8.85,9,No,8,9,5,Yes,Male,74.86,77.51,58.6,300000,Average,IT
CLG0028,113,8.99,8.5,9,Yes,7,4,4,Yes,Male,61.58,82.54,91.55,800000,Unplaced,Marketing
CLG0005,101,6.24,6.14,9,No,0,5,0,No,Male,74.53,90.66,80.61,0,Unplaced,Finance
CLG0077,102,8.58,8.99,6,No,9,4,1,No,Male,84.43,71.71,80.24,0,Unplaced,Finance
CLG0015,87,9.06,9.45,6,Yes,4,4,3,No,Female,64.77,56.23,73.97,0,Unplaced,Operations
CLG0049,74,6.79,6.48,4,Yes,8,3,0,No,Female,96.96,97.0,78.45,0,Unplaced,IT
CLG0004,103,5.84,5.74,8,No,7,10,1,No,Female,63.11,77.26,80.09,0,Unplaced,Finance
CLG0014,113,5.46,5.8,9,Yes,0,4,0,No,Female,97.2,80.76,98.39,0,Unplaced,IT
CLG0091,96,7.88,7.96,7,No,5,9,3,No,Male,88.29,96.67,61.15,0,Unplaced,IT
CLG0010,121,9.89,10.24,7,Yes,10,7,2,Yes,Male,73.19,96.58,60.73,800000,Unplaced,Operations
CLG0087,89,9.11,9.44,2,No,5,6,2,No,Male,75.63,78.6,52.86,0,Unplaced,IT
CLG0092,84,7.18,7.59,2,Yes,1,9,3,No,Female,89.63,64.88,82.91,0,Unplaced,Marketing
CLG0044,98,7.68,7.3,10,Yes,10,2,1,No,Female,84.06,99.86,77.45,0,Unplaced,IT
CLG0077,98,6.4,6.05,2,Yes,1,4,4,No,Female,86.87,84.04,55.56,0,Unplaced,Operations
CLG0036,111,5.82,5.4,4,No,0,9,0,No,Male,75.57,70.42,68.23,0,Unplaced,Operations
CLG0059,88,7.41,7.85,9,No,5,8,4,No,Female,79.51,77.99,58.93,0,Unplaced,Operations
CLG0032,120,7.32,7.3,5,No,8,1,0,No,Male,99.59,70.79,66.57,0,Unplaced,Finance
CLG0065,129,7.61,7.17,2,No,7,9,4,Yes,Male,68.56,94.42,97.56,1200000,High,Marketing
CLG0064,99,9.76,9.58,4,No,4,10,0,No,Male,76.71,74.12,84.17,0,Unplaced,Finance
CLG0004,118,8.02,7.87,7,No,7,2,2,No,Male,71.67,91.18,50.38,0,Unplaced,HR
CLG0001,84,8.03,8.34,5,Yes,1,1,0,No,Male,90.6,92.01,62.63,0,Unplaced,Marketing
CLG0082,116,5.64,5.88,8,No,10,2,0,No,Male,90.56,91.22,50.52,0,Unplaced,IT
CLG0077,115,9.98,10.17,1,Yes,5,10,3,Yes,Female,71.7,86.11,85.74,400000,Average,Operations
CLG0089,112,8.86,8.38,5,Yes,1,6,3,Yes,Male,63.26,92.74,73.47,400000,Average,HR
CLG0021,99,9.39,9.8,4,Yes,7,2,0,No,Male,60.46,69.36,99.7,0,Unplaced,Marketing
CLG0079,55,7.07,6.79,3,Yes,1,1,0,No,Female,77.1,55.73,86.68,0,Unplaced,Finance
CLG0041,90,7.51,7.64,7,No,4,5,1,No,Male,76.41,92.12,75.9,0,Unplaced,Operations
CLG0041,90,7.61,7.17,10,No,6,2,2,No,Female,99.54,74.91,90.24,0,Unplaced,Finance
CLG0010,85,5.97,5.55,1,No,6,4,0,No,Female,78.79,56.37,85.24,0,Unplaced,Marketing
CLG0099,101,8.45,7.96,6,No,3,8,0,No,Female,70.26,55.77,62.19,0,Unplaced,Marketing
CLG0004,93,9.51,9.58,8,No,7,10,2,Yes,Male,95.65,57.96,76.51,400000,Average,HR
CLG0069,87,5.82,5.95,2,Yes,6,6,1,No,Male,79.64,87.55,77.8,0,Unplaced,IT
CLG0044,84,5.43,4.98,6,No,9,8,5,No,Female,83.97,85.54,72.56,0,Unplaced,Finance
CLG0059,89,8.69,8.48,1,Yes,4,5,3,No,Male,63.83,60.19,58.96,0,Unplaced,HR
CLG0038,116,6.37,6.72,6,No,3,2,3,No,Male,75.32,92.35,61.17,0,Unplaced,Operations
CLG0024,90,8.12,7.72,6,No,1,1,2,No,Female,97.77,64.06,64.05,0,Unplaced,IT
CLG0024,92,8.48,8.2,5,Yes,1,8,0,No,Female,83.58,89.65,50.51,0,Unplaced,HR
CLG0019,93,6.61,6.53,7,Yes,3,1,5,No,Male,73.78,74.44,95.85,0,Unplaced,Finance
CLG0084,105,9.08,9.42,5,No,7,10,3,Yes,Female,85.03,86.58,84.3,600000,Unplaced,Marketing
CLG0092,106,7.75,7.5,8,No,10,9,0,No,Female,96.42,69.07,84.48,0,Unplaced,Operations
CLG0043,54,9.34,9.84,2,No,5,4,4,No,Female,70.96,67.36,78.62,0,Unplaced,Finance
CLG0075,115,8.82,8.68,6,No,8,6,0,No,Male,80.2,92.07,84.47,0,Unplaced,IT
CLG0087,121,9.34,9.23,5,No,1,6,3,Yes,Male,98.35,51.77,99.09,1200000,High,IT
CLG0079,84,5.1,4.72,10,No,6,3,0,No,Male,66.9,98.74,69.26,0,Unplaced,Marketing
CLG0085,85,6.22,6.4,2,Yes,0,1,5,No,Female,88.79,82.41,85.63,0,Unplaced,Marketing
CLG0100,93,5.45,5.19,7,No,1,6,0,No,Male,84.58,71.62,67.98,0,Unplaced,Operations
CLG0013,88,7.21,7.34,4,Yes,10,10,5,No,Female,87.19,81.4,92.71,0,Unplaced,Operations
CLG0032,103,9.45,9.17,6,No,8,5,1,No,Male,74.05,56.14,92.9,0,Unplaced,Marketing
CLG0010,70,7.34,7.23,5,No,7,4,1,No,Male,72.56,75.7,95.11,0,Unplaced,Marketing
CLG0059,83,9.25,9.61,4,No,8,9,5,Yes,Female,87.37,99.25,50.27,300000,Average,IT
CLG0046,123,6.64,6.88,2,Yes,6,4,0,No,Male,68.62,61.76,64.91,0,Unplaced,Marketing
CLG0032,86,6.7,6.35,7,No,9,1,2,No,Female,76.79,86.11,56.7,0,Unplaced,HR
CLG0049,118,9.48,9.59,5,Yes,10,10,2,Yes,Male,67.53,71.75,72.7,800000,Unplaced,Finance
CLG0084,105,7.13,7.26,3,No,8,6,2,No,Male,60.33,82.62,74.77,0,Unplaced,Marketing
CLG0039,72,8.95,8.54,6,No,3,7,2,No,Female,98.8,60.24,62.8,0,Unplaced,Operations
CLG0051,109,6.18,6.15,8,No,2,1,3,No,Female,77.27,73.52,86.17,0,Unplaced,HR
CLG0016,98,9.74,9.5,10,Yes,3,9,2,Yes,Female,98.77,99.0,63.49,400000,Average,Operations
CLG0039,93,7.87,7.84,10,No,4,10,3,No,Male,65.61,59.76,92.69,0,Unplaced,HR
CLG0060,103,8.8,9.08,2,Yes,9,2,2,No,Male,83.49,81.82,58.88,0,Unplaced,Marketing
CLG0005,107,5.45,5.11,10,Yes,3,7,5,No,Male,68.04,78.78,68.36,0,Unplaced,Finance
CLG0081,110,7.46,7.08,4,No,3,8,0,No,Female,91.6,78.25,81.11,0,Unplaced,Operations
CLG0100,117,9.51,9.28,3,Yes,6,8,5,Yes,Female,91.35,80.76,80.27,800000,Unplaced,HR
CLG0064,106,9.39,9.84,7,Yes,3,1,2,No,Female,64.5,75.11,53.9,0,Unplaced,IT
CLG0048,79,5.23,5.48,10,Yes,3,10,0,No,Male,96.48,50.85,92.31,0,Unplaced,Marketing
CLG0026,92,6.52,6.04,8,No,8,1,5,No,Male,67.79,95.0,79.9,0,Unplaced,Finance
CLG0051,144,7.22,7.12,8,No,8,10,0,No,Female,84.52,91.35,93.49,0,Unplaced,Marketing
CLG0068,110,5.86,5.62,4,Yes,4,4,5,No,Male,99.43,58.71,93.38,0,Unplaced,IT
CLG0026,135,8.65,8.79,10,Yes,8,2,1,No,Female,95.3,70.66,77.3,0,Unplaced,Finance
CLG0020,120,5.92,5.88,2,No,10,10,5,Yes,Male,98.26,88.53,95.54,300000,Average,IT
CLG0077,103,6.73,7.19,6,No,1,4,5,No,Male,73.7,99.0,92.42,0,Unplaced,Marketing
CLG0071,104,8.32,8.04,3,Yes,4,6,4,No,Female,64.22,97.56,97.91,0,Unplaced,HR
CLG0024,99,7.41,7.5,8,No,10,3,5,No,Male,67.53,94.97,92.52,0,Unplaced,Marketing
CLG0067,73,8.69,8.89,3,No,6,10,4,Yes,Male,80.02,57.92,91.06,300000,Average,Marketing
CLG0067,100,9.81,10.14,2,No,7,3,5,No,Female,91.73,95.72,73.47,0,Unplaced,Marketing
CLG0050,118,5.58,5.49,9,Yes,4,1,0,No,Female,66.01,93.92,60.6,0,Unplaced,Operations
CLG0016,91,8.55,8.74,9,No,8,5,5,No,Male,86.39,68.85,95.54,0,Unplaced,IT
CLG0095,106,6.15,5.95,9,Yes,10,7,4,No,Female,72.94,69.73,86.13,0,Unplaced,IT
CLG0033,112,7.07,7.01,3,Yes,2,6,4,No,Male,73.65,73.0,64.09,0,Unplaced,IT
CLG0078,86,5.16,5.56,2,Yes,7,4,2,No,Female,86.48,82.81,67.05,0,Unplaced,Operations
CLG0050,93,5.68,6.13,4,No,10,6,4,No,Male,78.68,63.04,84.3,0,Unplaced,HR
CLG0089,84,6.6,6.82,2,No,8,3,4,No,Male,92.48,51.15,73.89,0,Unplaced,Marketing
CLG0002,87,6.71,6.58,8,No,6,3,4,No,Female,66.24,57.06,54.07,0,Unplaced,HR
CLG0059,80,9.5,9.82,10,No,4,7,5,No,Male,91.6,72.01,57.07,0,Unplaced,Operations
CLG0041,86,8.71,8.24,1,No,8,9,1,No,Male,62.57,64.1,87.28,0,Unplaced,IT
CLG0077,121,9.86,9.46,2,No,10,1,4,Yes,Female,67.76,88.23,66.43,1000000,High,Marketing
CLG0063,86,8.0,8.16,6,Yes,7,4,2,No,Female,86.25,55.33,75.38,0,Unplaced,Finance
CLG0082,101,6.21,6.0,9,Yes,7,10,3,No,Male,94.2,95.87,88.33,0,Unplaced,Finance
CLG0062,92,6.64,7.09,10,Yes,5,5,1,No,Female,70.11,94.77,87.56,0,Unplaced,HR
CLG0084,117,6.6,6.54,5,Yes,1,2,2,No,Female,73.09,95.44,58.35,0,Unplaced,IT
CLG0002,119,6.63,6.56,5,No,3,10,0,No,Male,81.48,86.98,54.92,0,Unplaced,Finance
CLG0007,112,8.36,8.54,3,No,0,3,2,Yes,Male,68.46,55.35,79.56,600000,Unplaced,HR
CLG0077,104,7.65,7.92,8,No,9,5,3,No,Female,92.45,71.91,87.08,0,Unplaced,Operations
CLG0008,96,6.93,6.91,6,No,4,8,1,No,Female,90.95,56.57,57.45,0,Unplaced,HR
CLG0003,82,5.75,5.46,10,No,9,3,3,No,Female,65.81,99.38,68.6,0,Unplaced,HR
CLG0014,129,5.11,5.38,2,No,0,3,5,No,Male,78.55,66.65,93.51,0,Unplaced,HR
CLG0087,88,6.09,5.91,5,Yes,5,6,0,No,Male,90.99,79.27,97.21,0,Unplaced,Marketing
CLG0072,109,5.54,5.22,4,Yes,9,8,0,No,Male,73.49,88.97,72.7,0,Unplaced,HR
CLG0033,115,8.93,9.06,10,Yes,7,1,5,Yes,Male,85.32,96.03,53.98,1000000,High,HR
CLG0027,91,5.56,5.15,9,No,9,7,0,No,Male,62.01,87.78,62.88,0,Unplaced,Marketing
CLG0011,115,8.62,9.09,4,No,0,7,5,Yes,Male,84.35,83.73,61.65,400000,Average,Marketing
CLG0097,111,6.93,7.06,8,No,5,3,5,No,Male,66.11,73.3,61.95,0,Unplaced,Operations
CLG0011,125,5.37,5.86,1,No,3,3,5,No,Female,93.22,80.27,74.69,0,Unplaced,IT
CLG0018,92,9.06,8.9,5,No,8,9,2,Yes,Female,74.22,54.71,79.16,1200000,High,Finance
CLG0092,80,7.9,8.37,9,Yes,7,10,2,Yes,Male,71.26,94.2,56.13,300000,Average,Finance
CLG0090,92,6.18,5.83,3,No,3,1,4,No,Male,93.64,77.19,94.47,0,Unplaced,HR
CLG0094,103,9.47,9.01,6,No,10,1,0,No,Male,62.01,52.01,81.0,0,Unplaced,Operations
CLG0074,100,5.23,4.76,10,Yes,10,2,3,No,Female,75.86,96.0,79.86,0,Unplaced,HR
CLG0042,94,6.01,5.97,6,Yes,1,6,0,No,Male,74.8,74.47,99.36,0,Unplaced,Finance
CLG0003,71,8.76,8.34,6,No,5,8,1,No,Female,71.39,93.43,81.41,0,Unplaced,Marketing
CLG0032,107,8.55,8.56,4,Yes,2,10,2,Yes,Female,96.47,92.84,96.45,800000,Unplaced,IT
CLG0036,129,6.45,6.28,7,No,0,1,0,No,Female,90.04,90.79,64.31,0,Unplaced,Operations
CLG0010,106,5.31,5.15,3,No,10,1,4,No,Female,62.56,53.07,62.01,0,Unplaced,Marketing
CLG0085,109,9.29,9.43,6,Yes,6,2,0,No,Female,88.59,62.35,75.83,0,Unplaced,IT
CLG0055,108,6.57,6.23,10,No,3,7,4,No,Male,81.09,93.78,75.43,0,Unplaced,Operations
CLG0071,105,5.98,6.25,5,No,8,4,2,No,Male,96.03,94.95,61.32,0,Unplaced,Operations
CLG0025,113,7.58,7.66,3,Yes,9,1,2,No,Female,72.52,72.9,84.98,0,Unplaced,Finance
CLG0062,105,9.55,9.96,2,No,9,8,4,Yes,Male,82.97,72.0,51.48,600000,Unplaced,Marketing
CLG0034,95,5.22,5.08,1,No,10,4,5,No,Female,80.03,58.76,84.53,0,Unplaced,Operations
CLG0025,88,8.83,9.31,8,No,10,7,1,No,Female,79.58,98.42,72.86,0,Unplaced,Operations
CLG0073,96,7.86,7.94,1,No,10,8,5,No,Male,78.24,60.66,84.45,0,Unplaced,IT
CLG0008,104,7.13,7.6,5,Yes,2,1,5,No,Male,68.23,59.55,73.85,0,Unplaced,Finance
CLG0053,95,8.72,8.25,5,No,9,2,2,No,Male,90.23,83.04,98.87,0,Unplaced,HR
CLG0099,104,9.83,10.06,1,Yes,9,2,4,No,Male,78.05,62.14,66.73,0,Unplaced,Finance
CLG0092,106,6.15,6.47,9,Yes,9,5,2,No,Male,98.34,96.94,99.13,0,Unplaced,HR
CLG0010,112,5.72,5.27,5,No,0,5,0,No,Female,70.43,50.55,53.25,0,Unplaced,Marketing
CLG0078,119,9.56,9.64,9,Yes,1,6,3,Yes,Male,87.31,50.29,84.19,600000,Unplaced,Marketing
CLG0093,101,8.34,8.64,6,Yes,3,2,1,No,Male,97.63,75.24,72.71,0,Unplaced,Operations
CLG0001,80,7.19,7.25,7,No,10,8,3,No,Male,86.54,74.4,91.11,0,Unplaced,Marketing
CLG0058,94,7.87,7.43,7,No,6,1,1,No,Female,94.85,58.17,89.48,0,Unplaced,Operations
CLG0019,100,8.73,8.92,2,Yes,7,9,0,No,Male,93.1,74.73,90.01,0,Unplaced,Finance
CLG0078,72,8.87,8.43,5,No,3,5,4,No,Female,74.4,70.58,54.74,0,Unplaced,Marketing
CLG0020,120,9.6,9.92,2,Yes,2,10,5,Yes,Male,84.0,94.52,91.12,300000,Average,Finance
CLG0048,102,7.13,6.67,4,No,9,8,4,No,Male,66.25,50.46,60.7,0,Unplaced,Finance
CLG0100,105,6.47,6.11,3,No,8,8,4,No,Female,81.42,98.81,51.28,0,Unplaced,Marketing
CLG0072,120,8.2,7.98,6,No,7,2,0,No,Male,69.22,81.22,60.89,0,Unplaced,Finance
CLG0058,90,7.08,7.21,5,No,5,9,5,No,Male,89.75,57.59,73.96,0,Unplaced,Marketing
CLG0038,108,7.97,8.45,1,Yes,8,6,3,No,Female,81.12,52.34,87.11,0,Unplaced,Marketing
CLG0042,98,7.1,6.72,2,Yes,7,3,2,No,Male,76.45,76.91,60.93,0,Unplaced,Marketing
CLG0088,97,5.76,5.4,7,No,6,1,5,No,Female,70.75,61.74,55.65,0,Unplaced,HR
CLG0007,88,7.35,7.22,9,No,5,9,5,No,Female,99.95,65.06,82.3,0,Unplaced,Finance
CLG0069,124,8.45,8.79,1,No,9,3,4,Yes,Female,62.87,62.26,99.19,400000,Average,IT
CLG0078,94,9.0,8.97,4,No,2,1,2,No,Female,61.74,82.51,80.04,0,Unplaced,Marketing
CLG0073,110,7.47,7.29,3,Yes,10,5,3,No,Female,68.69,77.68,84.55,0,Unplaced,Finance
CLG0020,71,5.83,5.89,5,No,5,8,2,No,Male,98.84,53.9,78.06,0,Unplaced,Operations
CLG0052,117,7.07,6.83,5,No,3,7,2,No,Male,99.17,76.33,89.12,0,Unplaced,Marketing
CLG0026,115,8.93,8.83,10,Yes,4,5,5,Yes,Male,86.2,89.56,98.79,600000,Unplaced,Marketing
CLG0089,101,7.06,6.89,10,No,6,2,2,No,Female,95.2,54.06,77.21,0,Unplaced,IT
CLG0084,96,8.48,8.78,2,No,6,2,0,No,Female,68.56,94.49,70.84,0,Unplaced,HR
CLG0056,106,7.54,7.96,5,No,8,3,3,No,Female,98.88,78.92,93.02,0,Unplaced,HR
CLG0070,134,6.21,6.47,4,No,8,6,2,No,Female,65.71,97.53,98.49,0,Unplaced,Marketing
